treasure itemtypes "Common","Uncommon","Rare","Epic","Legendary","Divine","Unique"
new subtable "1,1"
object category "I_XEL_MAG_LowHP_TemporaryHP_Shield",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_ChargedLightning_StaticDischarge_Shield",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_TWN_ShieldOfWatcher",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Safeguard_Shield",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Druid_Ironvine_Shield",1,0,0,0,0,0,0,0
new treasuretable "XEL_WeaponContainer"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "1,1"
StartLevel "1"
object category "I_XEL_MAG_BG_OfAges_Flail",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Corrosive_Flail",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_BG_OfEasthaven_Defender_Flail",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Flail_2",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Flail_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_SkullFlail_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_RadiantLight_Morningstar",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LC_OfTheFist_MorningStar",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_TWN_Taxblade_Morningstar",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Morningstar_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_TheDueller_Rapier",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ORI_Wyll_Infernal_Rapier",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LC_RadiantLight_Rapier",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Harpers_Harmonizing_Rapier",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Rapier_2",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_OfRupture_Rapier",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UND_Nere_Sword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Rapier_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_PHB_OfSpeed_Scimitar",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Justiciar_Scimitar",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_MeleeDebuff_AttackDebuff1_OnDamage_Scimitar",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LC_PirateCommander_Scimitar",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_HAV_ThornBlade_Scimitar",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Scimitar_2",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LC_BurnOnDamage_Scimitar",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Mobility_MomentumOnAttack_Scimitar",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_HAV_Sylvan_Scimitar",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Scimitar_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_TheCrimson_Shortsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Duergar_Sword_KingsKnife",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_PHB_OfLifestealing_Shortsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Ambusher_Shortsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LC_Fleshrend_Shortsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Slicing_Shortsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Shadow_Shortsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Bonded_Baneful_Shortsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Shortsword_2",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_TWN_ShortswordOfStealth",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Blindside_Shortsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UND_Duergar_ShortswordOfFirstBlood",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_FOR_Village_Blacksmith_FineSword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LowHP_IncreaseDamagePsychic_GithShortsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Shortsword_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UND_KC_Elder_Warpick",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Revitalizing_Warpick",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_WarPick_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Orthon_Hellfire_HandCrossbow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_MagicMissile_HandCrossbow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_HandCrossbow_2",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Fire_IncreasePiercingDamageToBurning_HandCrossbow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_HandCrossbow_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Fire_HeatOnWeaponDamage_Battleaxe",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Vicious_Battleaxe",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Spellbreaker_Battleaxe",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Battleaxe_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Primeval_Silver_Longsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_OB_Paladin_DeathKnight_Longsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Illithid_MindOverload_Weapon_Longsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Drowelf_SpiderSnare_Longsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_WYRM_Commander_Longsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Finesse_Longsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UND_SwordInStone",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_LOW_Elfsong_EmperorSword_LongSword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Longsword_2",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_MeleeDebuff_AttackDebuff12versatile_OnDamage_Longsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LowHP_IncreaseDamagePsychic_GithLongsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Katana",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Longsword_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_TheThorns_Trident",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LC_Wave_Trident",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_ChargedLightning_Trident",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Trident_2",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Trident_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_LOW_OrphicHammer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_PHB_DwarvenThrower_Warhammer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Bonded_Shocking_Warhammer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_WYR_Circus_ClownHammer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Tyrrant_Warhammer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Ketheric_Warhammer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Warhammer_2",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_GOB_GoblinKing_Warhammer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UND_DuergarRaft_GruesomeHammer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Warhammer_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Finesse_Glaive",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_BG_DragonsBreath_Glaive",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_MonsterSlayer_Glaive",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Moonlight_Glaive",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_DEN_HalsinBlade",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Glaive_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_WATCHER_Human_Greataxe",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_SpiritualStand_Greataxe",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LowHP_IncreaseDamage_Greataxe",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_PHB_Defender_Greataxe",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Greataxe_2",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UND_DuergarRaft_PestKillerAxe",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_WYRM_UndeadBane_GreatAxe",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_SuperheavyWeapon",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Greataxe_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_GreaterSilver_Greatsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Giantslayer_Greatsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_BG_Sarevok_OfChaos_Greatsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Colossal_Greatsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Githborn_Mindcrusher_Greatsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_FOR_IncompleteMasterwork_SussurGreatsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Fire_AlwaysDippedInFire_Greatsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LowHP_IncreaseDamagePsychic_GithGreatsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_TheWoundSeeker_Greatsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Greatsword_Gith",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Greatsword_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_PoR_OfVigilance_Halberd",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_BG_Harmonium_Halberd",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Infernal_Hellbeard_Halberd",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Tower_AutomatonHalberd",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_ZOC_ForceConduit_Halberd",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Halberd_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Merregon_Halberd",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_TheDestroyer_Maul",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_SWA_Roaring_Maul",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_DoomHammer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Mobility_ExplosionOnJump_Maul",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Maul_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Force_Pike",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Invisible_Pike",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Throwable_Pike",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Generic_02_Pike_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Pike_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Gortash_HeavyCrossbow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_WATCHER_Human_Crossbow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_BG_Harold_HeavyCrossbow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_MeleeDebuff_AttackDebuff2_OnDamage_HeavyCrossbow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Githborn_TelekineticBolt_HeavyCrossbow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Gandrel_UndeadSlayer_HeavyCrossbow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LowHP_IncreaseDamagePsychic_GithHeavyCrossbow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_HeavyCrossbow_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_TheVictory_Longbow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_DeadShot_Longbow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_ChargedLightning_Longbow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_StrongString_Longbow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Longbow_2",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_WYR_Hellrider_Longbow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_Bow_SpellslotRecharge",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Longbow_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UND_StrengthChair_Leg",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_Quest_GLO_Moonlantern",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_Quest_GLO_Moonlantern_Gale",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Druid_IronWood_Club",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Club_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_Cazador_RitualDagger",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_WYR_Orin_Bhaalist_Dagger",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Bhaalist_Paralyzing_Dagger",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Frost_Offhand_Dagger",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Vicious_Dagger",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Zhentarim_SleeperDagger",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_WYRM_Farlin_Dagger",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Dagger_2",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_FOR_IncompleteMasterwork_SussurDagger",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_GOB_PainPriest_Dagger",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_GOB_Pens_Dagger",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_TheHunters_Dagger",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Murderous_Dagger",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_DEN_CapturedGoblin_MurderDagger",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Dagger_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_GOB_PainPriest_Handaxe",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Fire_IncreaseSlashingDamageToBurning_Handaxe",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WYR_Circus_HandaxeReturning",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Handaxe_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Javelin_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Radiant_Radiating_Hammer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UND_DuergarBlacksmithHammer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_LightHammer_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_CRE_BloodOfLathander",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Cleric_Devotees_Mace",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Viconia_Mace",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_MeleeDebuff_AttackDebuff1_OnDamage_Mace",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Infernal_Mace",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_PLA_ConflictedFlind_Flail_Broken",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Mace_2",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_GOB_PainPriest_Scourge",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_GOB_DrowCommander_Mace",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Mace_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LC_Umberlee_Cold_Sickle",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_FOR_IncompleteMasterwork_SussurSickle",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_SickleOfBOOOAL",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_TheChromatic_Staff",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_FlamingFist_StaffOfFire",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Cold_IncreaseColdDamageOnCast_Staff",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_GreaterNecromancy_Staff",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_OfSpellPower_Quarterstaff",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LC_OfTheRam_Quarterstaff",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LC_CazadorVampiric_Quarterstaff",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_DEN_FaithwardenStaff",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_ChargedLightning_Quarterstaff",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Fire_FireDamage_Quarterstaff",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Combat_Quarterstaff",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Thunder_ThunderClap_Quarterstaff",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UND_SocietyOfBrilliance_ResonanceStaff",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Harpers_OfWeapons_Quarterstaff",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_HigherNecromancy_Staff",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_PHB_PactKeeper_Quarterstaff",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LC_Lorroakan_Quarterstaff",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LC_Counterspell_Quarterstaff",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_END_Emperor_Staff",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Quarterstaff_2",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_DEN_TunnelStaff",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_RepeatStaff",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_BasicEnchanted_Quarterstaff",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_StaffOfRain",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UND_Tower_StaffBlessMystra",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Quarterstaff_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WYR_Circus_MumblingStaff",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_SHA_SeluneBlessing_Spear",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_SHA_SharBlessing_Spear",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Infernal_Spear",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_SHA_SharSpear",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Spear_2",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_GOB_Torturer_Spear",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_FOR_TrueSoul_Spear",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_CHA_CompassSpear",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Kuotoa_Lightning_Spear",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Spear_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_TWN_Brewery_Greatclub",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_TWN_RatCatcher",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Poison_Greatclub",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Greatclub_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_LightCrossbow_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_BG_BlightBringer_Shortbow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_BG_Darkfire_Shortbow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_BG_OfTheBanshee_Bow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Shadow_Blinding_Bow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Vicious_Shortbow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_OfAwareness_Bow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Hunting_Shortbow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Shortbow_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Instrument_Lute",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Instrument_Flute",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Instrument_Drum",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Instrument_Lyre",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Instrument_Violin",1,0,0,0,0,0,0,0
new treasuretable "XEL_JewelryContainer"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "1,1"
StartLevel "1"
object category "I_XEL_QUEST_LOW_Bhaal_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LegendaryEvasion_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Taras_Collar_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_SpectatorEye_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Restoration_SpellSlotRestoration_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WYR_MonkAmulet_Amulet_AfterCombat",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_SCE_KhalidsGift",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Greenstone_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LuckySeven_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_LOW_OfWindrider_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_OfTheDevout_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_ofGreaterHealth_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UND_Tower_AmuletDetectThoughts",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_TalismanOfJergal",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_TWN_Surgeon_ParalyzingCritical_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_BlackTentacle_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LC_TheAmplifier_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_PHB_PeriaptofWoundClosure_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UND_MyconidAmulet_Good",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_SecondChance_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UND_MyconidAmulet_Evil",1,0,0,0,0,0,0,0
new subtable "1,1"
